complaint_id,victim_lat,victim_lon,fraud_type,bank,amount_inr,complaint_text,incident_time,complaint_time,mule_chain,noise_nodes,withdrawal_atm_id,withdrawal_atm_name,withdrawal_lat,withdrawal_lon,withdrawal_time,victim_to_withdrawal_km
CMP00257,12.853967,77.532785,KYC Update Scam,Axis Bank,67300.0,"I got a message saying my Axis Bank KYC would expire unless I updated it via a link. After entering my details, money was withdrawn from my account.",2026-07-25T06:40:27.353053,2026-07-26T17:24:46.796613,"[""MULE-NT182449"", ""MULE-VG104332"", ""MULE-PM010651""]","[""NOISE-AY587603""]",6899554639,HDFC Bank,12.9349665,77.5367068,2026-07-26T22:26:45.395301,9.02
CMP00258,13.016168,77.696333,UPI QR Scam,Bank of Baroda,14800.0,"I was selling something online and the buyer insisted I scan a QR code to receive funds. I later realized the QR was set up to deduct money, not add it, from my Bank of Baroda account.",2026-07-24T11:25:00.031682,2026-07-26T04:41:43.870681,"[""MULE-MD269166"", ""MULE-AQ399091""]","[""NOISE-NU788957""]",316993745,Citibank,12.9600398,77.6452145,2026-07-24T19:25:13.678459,8.34
CMP00259,12.968105,77.732961,UPI QR Scam,Punjab National Bank,20500.0,"Someone posing as a buyer on an online marketplace asked me to scan a QR code to 'receive' payment. Instead, money was deducted from my Punjab National Bank account.",2026-07-26T11:56:01.148836,2026-07-27T07:59:32.263556,"[""MULE-MS746872"", ""MULE-EN013267"", ""MULE-OQ640052"", ""MULE-XH932528""]",[],4437493193,Unknown ATM,12.9847048,77.6756194,2026-07-27T08:40:46.030898,6.48
CMP00260,13.06689,77.595268,UPI QR Scam,Canara Bank,14800.0,"A buyer on an e-commerce platform sent me a QR code saying I needed to scan it to get paid. When I scanned it, ₹5,500 was debited from my Canara Bank account instead.",2026-07-26T12:09:58.532189,2026-07-28T05:54:30.590423,"[""MULE-MS746872"", ""MULE-WV265423"", ""MULE-XZ095701""]",[],7302387904,Canara Bank,13.0387041,77.5905431,2026-07-27T21:04:14.326879,3.18
CMP00261,12.880242,77.661161,UPI QR Scam,Canara Bank,80400.0,"On an online selling platform, a buyer asked me to scan their QR code to complete the transaction. The moment I scanned it, money was pulled from my Canara Bank wallet.",2026-07-22T01:54:18.504793,2026-07-23T13:55:48.635032,"[""MULE-FN819600"", ""MULE-HJ328710""]",[],2449068105,Unknown ATM,12.9003958,77.622738,2026-07-23T05:47:03.981368,4.73
CMP00262,12.807909,77.599253,OTP Phishing,HDFC Bank,2000,"Someone fraudulently called me posing as HDFC Bank support and convinced me to reveal my OTP. Right after that, money was deducted from my account without my knowledge.",2026-07-30T19:45:16.721446,2026-08-01T01:36:52.192804,"[""MULE-HJ328710"", ""MULE-SK498254"", ""MULE-DO413164""]","[""NOISE-FI434558""]",11395345926,Unknown ATM,12.9168575,77.6028425,2026-07-31T05:17:44.584964,12.12
CMP00263,13.059272,77.616798,KYC Update Scam,Bank of Baroda,16700.0,"A fraudster sent me a message from a Bank of Baroda-looking number about KYC renewal. I followed the link and filled in my details. Soon after, transactions appeared that I never made.",2026-07-28T07:39:16.227793,2026-07-29T05:17:04.711228,"[""MULE-ZA299737"", ""MULE-AQ399091""]",[],3541202411,Unknown ATM,13.0376545,77.5221145,2026-07-30T06:22:31.018194,10.53
CMP00264,12.960135,77.727231,Job Fraud,Axis Bank,21000.0,I was offered a work-from-home job and asked to pay a 'registration fee' via UPI. The recruiter stopped responding after I paid.,2026-08-15T00:56:22.662101,2026-08-15T22:25:40.774355,"[""MULE-PI317810"", ""MULE-SI126042"", ""MULE-JK325367""]",[],3394760961,HDFC ATM,12.9426929,77.6026966,2026-08-15T22:18:09.100380,13.63
CMP00265,13.076627,77.736739,Job Fraud,Bank of Baroda,5700.0,I was offered a work-from-home job and asked to pay a 'registration fee' via UPI. The recruiter stopped responding after I paid.,2026-08-08T06:29:48.938541,2026-08-09T19:22:32.572329,"[""MULE-TU564139"", ""MULE-QY602606""]",[],12977423652,Unknown ATM,12.9688976,77.7015009,2026-08-09T22:00:41.212711,12.57
CMP00266,12.993797,77.707107,Fake Loan App,Bank of Baroda,42900.0,I applied for a quick personal loan through an app I found online. After paying a 'processing fee' the app disappeared and my money is gone.,2026-08-08T03:11:33.831459,2026-08-08T23:44:56.765910,"[""MULE-VR671168"", ""MULE-XU577590"", ""MULE-NT182449"", ""MULE-WR848018""]",[],12224096353,Micro ATM,12.9398037,77.7475912,2026-08-08T19:15:15.577878,7.44
CMP00267,12.886879,77.659223,KYC Update Scam,Canara Bank,7900.0,"I received a message from someone claiming to be Canara Bank saying my KYC was outdated. The link took me to a fake portal where I entered my Aadhaar and PAN. Later, ₹9,800 was missing.",2026-07-23T02:13:46.177768,2026-07-24T12:00:06.992017,"[""MULE-EN013267"", ""MULE-JS078161""]",[],11248255457,Unknown ATM,12.9571816,77.550277,2026-07-24T04:53:35.975089,14.16
CMP00268,12.802461,77.522549,OTP Phishing,Canara Bank,15300.0,"A person pretending to be from Canara Bank called me and said my card needed verification. I shared the OTP they sent and ₹8,500 vanished from my account within minutes.",2026-08-18T11:06:56.556703,2026-08-19T03:51:23.654715,"[""MULE-TP389083"", ""MULE-DF534874"", ""MULE-NF518636""]","[""NOISE-CQ868727""]",1674647382,State Bank of India,12.9223393,77.5953285,2026-08-19T06:12:06.951506,15.49
CMP00269,12.854481,77.723925,UPI QR Scam,Kotak Mahindra Bank,90400.0,"Someone posing as a buyer on an online marketplace asked me to scan a QR code to 'receive' payment. Instead, money was deducted from my Kotak Mahindra Bank account.",2026-07-28T08:30:50.484911,2026-07-28T14:48:25.911019,"[""MULE-TP389083"", ""MULE-NT182449"", ""MULE-FY458929""]",[],2556896493,ICICI Bank,12.8281395,77.6821828,2026-07-29T22:46:34.110344,5.39
CMP00270,13.004433,77.578027,UPI QR Scam,ICICI Bank,4300.0,"Someone posing as a buyer on an online marketplace asked me to scan a QR code to 'receive' payment. Instead, money was deducted from my ICICI Bank account.",2026-07-30T14:39:36.096473,2026-08-01T02:32:03.999429,"[""MULE-TU564139"", ""MULE-ZA863794"", ""MULE-KC001701""]",[],2249048755,Citibank,12.9877059,77.5596356,2026-07-31T19:44:32.584099,2.73
CMP00271,12.897354,77.54184,UPI QR Scam,HDFC Bank,27100.0,A person on a classifieds site said they wanted to buy my item and sent a QR code for 'payment verification'. Scanning it caused an unauthorized debit from my HDFC Bank account.,2026-08-02T23:51:38.008434,2026-08-04T13:50:41.594847,"[""MULE-GF978820"", ""MULE-OQ640052"", ""MULE-DY192832"", ""MULE-EI107991""]",[],10538729869,Axis Bank,12.8591588,77.5422795,2026-08-03T06:14:08.202644,4.25
CMP00272,12.993372,77.675332,OTP Phishing,ICICI Bank,21200.0,"I got a call from a number that appeared to be ICICI Bank. They said there was suspicious activity on my card and asked for the OTP to block it. Instead, ₹12,000 was stolen.",2026-08-19T01:17:27.715023,2026-08-19T12:50:35.076899,"[""MULE-FP632424"", ""MULE-TU564139"", ""MULE-WU489638""]",[],13734016162,Unknown ATM,12.9952478,77.6668232,2026-08-21T00:31:17.082521,0.95
CMP00273,12.888414,77.674259,Fake Loan App,ICICI Bank,16100.0,"I applied for emergency funds through a loan app. They kept asking for more fees — processing, GST, document verification — each time promising the loan was 'almost disbursed'.",2026-07-31T02:40:51.513766,2026-07-31T19:41:42.173878,"[""MULE-US152064"", ""MULE-WV265423"", ""MULE-NI518347"", ""MULE-MD269166""]",[],5306746601,Canara Bank,12.9495366,77.580231,2026-08-01T15:26:30.758177,12.25
CMP00274,12.951787,77.683414,OTP Phishing,Punjab National Bank,28100.0,"A fraudster called claiming to be a Punjab National Bank agent and asked for my card OTP to process a refund. After sharing it, I noticed unauthorized transactions on my account.",2026-08-11T22:56:04.751119,2026-08-12T10:46:37.252574,"[""MULE-EI611037"", ""MULE-EI107991"", ""MULE-QY602606"", ""MULE-AU514627""]",[],11982683583,Unknown ATM,12.9052438,77.6491055,2026-08-13T11:13:00.489797,6.37
CMP00275,12.95696,77.51667,Fake Loan App,ICICI Bank,26300.0,I applied for a quick personal loan through an app I found online. After paying a 'processing fee' the app disappeared and my money is gone.,2026-08-07T02:37:00.255812,2026-08-07T12:42:55.769718,"[""MULE-WU489638"", ""MULE-BS870051"", ""MULE-PX384251"", ""MULE-ZA863794""]",[],1473921812,State Bank of India,12.9446167,77.5677552,2026-08-08T05:00:08.243242,5.7
CMP00276,13.079063,77.552185,Job Fraud,HDFC Bank,46300.0,"Someone offered me a part-time job posting ads online. They said I needed to pay a 'security deposit' before starting. After transferring the money, they blocked me.",2026-07-24T06:20:00.991632,2026-07-25T20:52:55.402913,"[""MULE-UX136111"", ""MULE-HK426221"", ""MULE-HK219136""]",[],2340693278,Union Bank,13.06084,77.5756311,2026-07-24T14:52:58.860101,3.25
CMP00277,12.856838,77.631548,Fake Loan App,ICICI Bank,22500.0,"I applied for emergency funds through a loan app. They kept asking for more fees — processing, GST, document verification — each time promising the loan was 'almost disbursed'.",2026-07-20T13:16:09.531142,2026-07-22T01:21:21.766356,"[""MULE-EI107991"", ""MULE-DU534624"", ""MULE-JS078161"", ""MULE-CZ483503""]",[],2619354951,Canara Bank,12.8777704,77.6386842,2026-07-21T12:42:25.442700,2.45
CMP00278,12.96017,77.649979,UPI QR Scam,Punjab National Bank,19300.0,"I was selling something online and the buyer insisted I scan a QR code to receive funds. I later realized the QR was set up to deduct money, not add it, from my Punjab National Bank account.",2026-08-08T19:10:55.392505,2026-08-10T18:46:35.563901,"[""MULE-QH808412"", ""MULE-HJ328710"", ""MULE-IP376724"", ""MULE-QY602606""]",[],1927688270,Standard Chartered,12.9171903,77.585952,2026-08-09T14:49:03.093728,8.43
CMP00279,13.017894,77.745739,KYC Update Scam,SBI,82800.0,"A fraudster sent me a message from a SBI-looking number about KYC renewal. I followed the link and filled in my details. Soon after, transactions appeared that I never made.",2026-08-02T12:02:20.698661,2026-08-02T18:57:20.354959,"[""MULE-XH932528"", ""MULE-PX384251""]",[],3535846365,ICICI Bank,12.8523822,77.6676896,2026-08-04T07:25:57.771768,20.25
CMP00280,12.9712,77.642903,OTP Phishing,SBI,116600.0,"I got a call from a number that appeared to be SBI. They said there was suspicious activity on my card and asked for the OTP to block it. Instead, ₹12,000 was stolen.",2026-08-10T23:19:06.812336,2026-08-11T16:42:43.946148,"[""MULE-MD269166"", ""MULE-GI269731"", ""MULE-CH346578"", ""MULE-IP376724""]",[],1781959102,HDFC Bank,12.943452,77.6178697,2026-08-11T11:07:54.131190,4.11
CMP00281,12.851871,77.706426,Investment Fraud,HDFC Bank,6500.0,"A person on LinkedIn convinced me to invest in a 'low-risk' forex scheme. The platform initially let me withdraw small amounts, but after a large deposit, it became unreachable.",2026-08-11T20:55:42.115852,2026-08-13T03:56:07.656390,"[""MULE-ZA863794"", ""MULE-PR965652"", ""MULE-EC930103""]",[],3477797064,Bank of Baroda,12.9242311,77.6739044,2026-08-12T04:29:52.701194,8.78
CMP00282,12.98069,77.502859,Investment Fraud,Kotak Mahindra Bank,55200.0,I invested in a trading scheme promoted on social media that promised high returns. The platform is no longer accessible and I've lost my money.,2026-08-08T15:17:39.512743,2026-08-09T06:16:17.472925,"[""MULE-PX384251"", ""MULE-ZA863794""]",[],1615734800,State Bank of India,12.9256885,77.6250527,2026-08-08T23:01:26.269270,14.59
CMP00283,12.827025,77.607984,Job Fraud,ICICI Bank,10200.0,"A company contacted me on WhatsApp offering a data-entry job. They asked for a 'training fee' of ₹3,000 upfront. After I paid, the number became unreachable.",2026-07-27T17:50:51.934466,2026-07-28T10:18:56.692911,"[""MULE-MQ116155"", ""MULE-EC930103"", ""MULE-NH999404"", ""MULE-DO413164""]",[],3710158896,ICICI Bank,12.9472236,77.598734,2026-07-28T19:50:01.158211,13.4
CMP00284,12.971399,77.640292,Investment Fraud,Axis Bank,10000.0,"A Telegram group admin guided me to a crypto trading platform that showed fake profits. When I tried to withdraw, they asked for more 'tax' payments. I've lost ₹45,000.",2026-08-07T12:09:17.446190,2026-08-07T16:03:28.566828,"[""MULE-DU534624"", ""MULE-JK718227"", ""MULE-XH932528"", ""MULE-QT998543""]","[""NOISE-WU940196""]",946825830,ICICI Bank,12.9093013,77.614205,2026-08-09T02:46:45.357287,7.46
CMP00285,13.046475,77.700699,KYC Update Scam,ICICI Bank,27400.0,An SMS stated my ICICI Bank KYC was expiring and I needed to click a link to update it. I entered my card details on the site and noticed unauthorized debits within hours.,2026-07-25T22:59:34.788305,2026-07-26T01:37:28.849514,"[""MULE-QH808412"", ""MULE-HP640376"", ""MULE-ZA863794""]",[],3837051274,Axis Bank,12.9782679,77.6330409,2026-07-27T15:21:22.382629,10.55
CMP00286,13.049733,77.571921,UPI QR Scam,HDFC Bank,33400.0,"On an online selling platform, a buyer asked me to scan their QR code to complete the transaction. The moment I scanned it, money was pulled from my HDFC Bank wallet.",2026-08-04T06:52:00.946979,2026-08-05T04:44:41.475558,"[""MULE-EN013267"", ""MULE-MD269166"", ""MULE-HK219136"", ""MULE-IY918055""]","[""NOISE-DI870831""]",5342559932,Karnataka Bank,12.9657251,77.5350046,2026-08-04T13:49:20.461990,10.16
CMP00287,13.071812,77.6317,UPI QR Scam,ICICI Bank,109000.0,"Someone posing as a buyer on an online marketplace asked me to scan a QR code to 'receive' payment. Instead, money was deducted from my ICICI Bank account.",2026-08-15T02:57:12.898204,2026-08-15T16:56:39.213723,"[""MULE-VG104332"", ""MULE-DU534624""]",[],2351851719,DCB Bank,13.0782069,77.558981,2026-08-16T18:05:58.198574,7.91
CMP00288,13.059285,77.50477,Investment Fraud,Kotak Mahindra Bank,31000.0,"A Telegram group admin guided me to a crypto trading platform that showed fake profits. When I tried to withdraw, they asked for more 'tax' payments. I've lost ₹45,000.",2026-08-06T08:24:04.967700,2026-08-08T07:26:29.545232,"[""MULE-GF978820"", ""MULE-CZ483503"", ""MULE-ZA299737""]",[],5269220026,State Bank of India,13.0087675,77.5491545,2026-08-07T11:45:36.265920,7.39
CMP00289,13.076681,77.576232,Job Fraud,Kotak Mahindra Bank,24800.0,"A company contacted me on WhatsApp offering a data-entry job. They asked for a 'training fee' of ₹3,000 upfront. After I paid, the number became unreachable.",2026-07-31T06:15:52.103702,2026-07-31T07:38:13.754239,"[""MULE-RD387262"", ""MULE-ZA863794"", ""MULE-WU489638""]",[],4062014290,State Bank of India,12.9484634,77.5989705,2026-08-01T17:00:19.980622,14.47
CMP00290,12.845512,77.724294,Investment Fraud,ICICI Bank,23900.0,I invested in a trading scheme promoted on social media that promised high returns. The platform is no longer accessible and I've lost my money.,2026-08-09T18:53:08.791014,2026-08-11T06:03:19.923545,"[""MULE-QN710910"", ""MULE-MS746872"", ""MULE-OG482814"", ""MULE-XA006848""]",[],12285338813,Unknown ATM,12.9221005,77.6194529,2026-08-10T22:45:21.329038,14.2
CMP00291,12.841573,77.635338,Fake Loan App,ICICI Bank,11700.0,"I found a loan app on social media offering low-interest personal loans. After paying the required 'stamp duty fee', the app vanished from my phone and I couldn't reach anyone.",2026-08-02T00:08:30.009565,2026-08-03T09:20:48.996866,"[""MULE-RF618892"", ""MULE-UZ418328"", ""MULE-MS746872""]",[],984957934,Bank of India,12.9659645,77.7140916,2026-08-03T19:53:04.856828,16.25
CMP00292,13.08458,77.529597,UPI QR Scam,ICICI Bank,4500.0,"Someone posing as a buyer on an online marketplace asked me to scan a QR code to 'receive' payment. Instead, money was deducted from my ICICI Bank account.",2026-08-06T21:24:08.126528,2026-08-08T10:15:37.513677,"[""MULE-NT182449"", ""MULE-FB146303"", ""MULE-QV179904""]",[],610337028,Unknown ATM,13.0266169,77.5346987,2026-08-08T16:22:04.069824,6.47
CMP00293,12.832031,77.546187,KYC Update Scam,Bank of Baroda,29200.0,"A fraudster sent me a message from a Bank of Baroda-looking number about KYC renewal. I followed the link and filled in my details. Soon after, transactions appeared that I never made.",2026-08-09T00:57:54.718596,2026-08-10T04:23:59.087489,"[""MULE-MQ116155"", ""MULE-FW210202"", ""MULE-RD387262"", ""MULE-VX884252""]",[],4714421895,Unknown ATM,12.8770848,77.6020997,2026-08-09T16:39:48.514524,7.86
CMP00294,12.916238,77.618462,Fake Loan App,Axis Bank,21500.0,"I downloaded a loan app that promised instant approval. They charged me a 'verification deposit' of ₹2,000 and then the app stopped opening entirely.",2026-08-15T12:03:31.466189,2026-08-15T14:05:22.719791,"[""MULE-EQ105648"", ""MULE-DU534624"", ""MULE-DF917785""]",[],2177250483,HDFC Bank,12.8921409,77.5721791,2026-08-17T02:10:09.740933,5.69
CMP00295,12.937263,77.561696,Job Fraud,SBI,14300.0,I was promised a freelance project and asked to pay a 'tool access fee' to begin. The company's website and contact details disappeared the next day.,2026-08-15T01:54:23.556726,2026-08-16T13:20:05.291089,"[""MULE-RU252419"", ""MULE-EN013267"", ""MULE-ZP427849"", ""MULE-PC138000""]",[],5623433264,State Bank of India,12.986288,77.5558088,2026-08-15T23:52:56.131042,5.49
CMP00296,12.812725,77.748959,KYC Update Scam,Kotak Mahindra Bank,14800.0,"I got a message saying my Kotak Mahindra Bank KYC would expire unless I updated it via a link. After entering my details, money was withdrawn from my account.",2026-08-03T10:50:16.816185,2026-08-04T13:49:43.678603,"[""MULE-NI518347"", ""MULE-OG482814""]",[],1470827521,Unknown ATM,12.910865,77.637973,2026-08-04T14:30:55.170669,16.24
CMP00297,12.888326,77.729758,Investment Fraud,ICICI Bank,8400.0,"An Instagram ad for a stock-trading course led me to a platform where I deposited money. The dashboard showed growing returns but when I tried to cash out, my account was frozen.",2026-07-31T18:54:45.797560,2026-08-02T10:49:57.586817,"[""MULE-DD309805"", ""MULE-UP220863""]",[],4163019889,Unknown ATM,12.9733649,77.6754389,2026-08-01T19:53:02.548440,11.14
CMP00298,12.935266,77.54472,KYC Update Scam,Axis Bank,27100.0,An SMS stated my Axis Bank KYC was expiring and I needed to click a link to update it. I entered my card details on the site and noticed unauthorized debits within hours.,2026-08-01T18:52:20.103315,2026-08-01T23:39:20.825395,"[""MULE-GR541951"", ""MULE-ED023806"", ""MULE-QO959310"", ""MULE-AX445187""]",[],4320476590,Unknown ATM,12.9171866,77.586079,2026-08-02T14:29:00.210071,4.91
CMP00299,12.965104,77.510977,Fake Loan App,Punjab National Bank,46600.0,"I applied for emergency funds through a loan app. They kept asking for more fees — processing, GST, document verification — each time promising the loan was 'almost disbursed'.",2026-07-26T07:39:02.629750,2026-07-28T01:32:15.853758,"[""MULE-ZP427849"", ""MULE-OG482814""]",[],1843689211,Unknown ATM,12.9747631,77.5310486,2026-07-28T01:52:58.708587,2.43
CMP00300,12.987936,77.529388,Fake Loan App,Axis Bank,19400.0,I applied for a quick personal loan through an app I found online. After paying a 'processing fee' the app disappeared and my money is gone.,2026-08-06T05:06:30.072216,2026-08-07T11:10:47.888302,"[""MULE-VG104332"", ""MULE-PM010651"", ""MULE-DD309805""]",[],1675552772,Citibank,12.9347196,77.61367,2026-08-06T21:44:20.451654,10.88
CMP00301,12.980365,77.501643,KYC Update Scam,Bank of Baroda,108200.0,"A fraudster sent me a message from a Bank of Baroda-looking number about KYC renewal. I followed the link and filled in my details. Soon after, transactions appeared that I never made.",2026-07-29T09:58:55.924439,2026-07-30T16:20:32.582208,"[""MULE-QT998543"", ""MULE-SR525534""]",[],3377392811,Bank of Baroda,12.9099264,77.5810745,2026-07-31T02:25:38.278804,11.64
CMP00302,12.889532,77.730096,OTP Phishing,HDFC Bank,2000,"I got a call from a number that appeared to be HDFC Bank. They said there was suspicious activity on my card and asked for the OTP to block it. Instead, ₹12,000 was stolen.",2026-08-07T23:31:26.821928,2026-08-09T23:13:35.537816,"[""MULE-WY759738"", ""MULE-QY602606"", ""MULE-ZA299737"", ""MULE-IW320603""]",[],1474450888,HDFC Bank,12.9243597,77.6094434,2026-08-08T12:18:00.708315,13.64
CMP00303,13.046079,77.68961,KYC Update Scam,HDFC Bank,47300.0,"I received a message from someone claiming to be HDFC Bank saying my KYC was outdated. The link took me to a fake portal where I entered my Aadhaar and PAN. Later, ₹9,800 was missing.",2026-08-08T09:02:44.248018,2026-08-09T07:54:33.928379,"[""MULE-PI317810"", ""MULE-IP376724"", ""MULE-JS078161""]",[],4844865051,Axis Bank,13.0079259,77.6412745,2026-08-08T20:10:14.160395,6.74
CMP00304,13.012042,77.606763,UPI QR Scam,Bank of Baroda,14700.0,"I was selling something online and the buyer insisted I scan a QR code to receive funds. I later realized the QR was set up to deduct money, not add it, from my Bank of Baroda account.",2026-08-10T02:27:33.409902,2026-08-11T06:16:42.809723,"[""MULE-PI317810"", ""MULE-NH050641"", ""MULE-CZ483503"", ""MULE-FC367024""]",[],4973098304,Axis Bank,13.067194,77.634866,2026-08-11T10:38:07.924877,6.85
CMP00305,12.835462,77.616221,OTP Phishing,Axis Bank,22400.0,"A fraudster called claiming to be a Axis Bank agent and asked for my card OTP to process a refund. After sharing it, I noticed unauthorized transactions on my account.",2026-08-16T22:29:06.252504,2026-08-18T22:26:13.030744,"[""MULE-GG865719"", ""MULE-AQ399091"", ""MULE-AU514627"", ""MULE-WV265423""]",[],1445322853,Canara Bank,12.9287707,77.5824139,2026-08-17T21:52:29.272800,11.0
CMP00306,12.801839,77.671459,UPI QR Scam,Kotak Mahindra Bank,34000.0,"I was selling something online and the buyer insisted I scan a QR code to receive funds. I later realized the QR was set up to deduct money, not add it, from my Kotak Mahindra Bank account.",2026-07-24T07:17:50.899850,2026-07-25T13:03:25.761502,"[""MULE-QI619906"", ""MULE-UC344565"", ""MULE-AD311656""]",[],2535325754,Unknown ATM,12.8912734,77.5941509,2026-07-24T14:31:13.447980,13.01
CMP00307,12.98816,77.723015,KYC Update Scam,Punjab National Bank,48800.0,An SMS stated my Punjab National Bank KYC was expiring and I needed to click a link to update it. I entered my card details on the site and noticed unauthorized debits within hours.,2026-07-28T10:58:32.619790,2026-07-30T00:42:54.744469,"[""MULE-QH808412"", ""MULE-GK132912"", ""MULE-FN819600"", ""MULE-EI107991""]",[],11056993029,Unknown ATM,12.9556662,77.6915356,2026-07-29T10:21:42.323269,4.97
CMP00308,12.912572,77.633568,Fake Loan App,Kotak Mahindra Bank,45700.0,"I downloaded a loan app that promised instant approval. They charged me a 'verification deposit' of ₹2,000 and then the app stopped opening entirely.",2026-08-02T18:51:20.010143,2026-08-03T23:37:37.819405,"[""MULE-CT561853"", ""MULE-TS741124"", ""MULE-MQ116155"", ""MULE-HJ328710""]",[],11659393740,Unknown ATM,12.9737843,77.6231744,2026-08-04T13:10:06.576147,6.9
CMP00309,12.95753,77.543753,UPI QR Scam,SBI,25900.0,"A buyer on an e-commerce platform sent me a QR code saying I needed to scan it to get paid. When I scanned it, ₹5,500 was debited from my SBI account instead.",2026-08-07T09:32:43.045115,2026-08-09T05:25:46.552810,"[""MULE-ZG352135"", ""MULE-XZ095701"", ""MULE-CJ044206""]",[],4463113489,Unknown ATM,12.8801126,77.5681771,2026-08-08T10:11:01.687975,9.01
CMP00310,12.842989,77.71795,KYC Update Scam,ICICI Bank,110800.0,"A text message warned that my ICICI Bank account would be frozen if I didn't re-verify my KYC through the provided link. After submitting my information, funds were stolen.",2026-08-11T17:47:02.335165,2026-08-13T04:42:03.913280,"[""MULE-OG482814"", ""MULE-AD317121"", ""MULE-LL323651"", ""MULE-MQ116155""]",[],13357442351,Unknown ATM,12.9077384,77.5993882,2026-08-12T19:04:38.838850,14.73
CMP00311,12.806744,77.689623,Investment Fraud,Axis Bank,24400.0,"I was added to a WhatsApp group that promoted a guaranteed-return investment plan. After investing ₹20,000 the group admin blocked me and the website shut down.",2026-07-28T01:31:06.130882,2026-07-28T11:32:41.123477,"[""MULE-FZ101372"", ""MULE-DY192832"", ""MULE-VG104332""]",[],12977371114,Unknown ATM,12.8030495,77.7033858,2026-07-28T19:33:15.118303,1.55
CMP00312,12.962759,77.637341,UPI QR Scam,ICICI Bank,6600.0,"On an online selling platform, a buyer asked me to scan their QR code to complete the transaction. The moment I scanned it, money was pulled from my ICICI Bank wallet.",2026-07-30T05:53:00.318126,2026-07-31T09:39:08.501318,"[""MULE-ZA863794"", ""MULE-AD311656"", ""MULE-UZ070296""]","[""NOISE-UQ356159""]",11922136038,Unknown ATM,12.9655044,77.5367666,2026-07-30T19:04:37.094418,10.9
CMP00313,12.853695,77.64903,KYC Update Scam,Canara Bank,74500.0,"A fraudster sent me a message from a Canara Bank-looking number about KYC renewal. I followed the link and filled in my details. Soon after, transactions appeared that I never made.",2026-08-04T04:22:42.606025,2026-08-04T21:46:14.363548,"[""MULE-RR662532"", ""MULE-DF534874"", ""MULE-PP720999"", ""MULE-MQ116155""]",[],13744664202,Unknown ATM,12.898075,77.6452717,2026-08-05T00:20:11.218885,4.95
CMP00314,12.936675,77.671119,Investment Fraud,Canara Bank,5500.0,"An Instagram ad for a stock-trading course led me to a platform where I deposited money. The dashboard showed growing returns but when I tried to cash out, my account was frozen.",2026-07-29T03:38:35.582495,2026-07-29T15:08:55.293030,"[""MULE-JK718227"", ""MULE-PX384251"", ""MULE-YI687014"", ""MULE-XH932528""]",[],12046469617,Unknown ATM,12.9727907,77.7008275,2026-07-29T19:02:33.303927,5.15
CMP00315,12.905432,77.61531,Fake Loan App,Bank of Baroda,12900.0,"I found a loan app on social media offering low-interest personal loans. After paying the required 'stamp duty fee', the app vanished from my phone and I couldn't reach anyone.",2026-08-01T21:00:59.656541,2026-08-03T02:13:38.936116,"[""MULE-EI838065"", ""MULE-QT998543"", ""MULE-OG482814"", ""MULE-CH346578""]",[],12050672269,Unknown ATM,12.8837447,77.5910008,2026-08-02T08:22:01.629642,3.57
CMP00316,12.847706,77.620594,OTP Phishing,Punjab National Bank,163400.0,"A person pretending to be from Punjab National Bank called me and said my card needed verification. I shared the OTP they sent and ₹8,500 vanished from my account within minutes.",2026-08-12T17:48:02.794326,2026-08-14T08:57:42.379862,"[""MULE-XZ095701"", ""MULE-HJ328710"", ""MULE-DU534624""]","[""NOISE-WT909670""]",7160302091,State Bank of India,12.9774664,77.5918137,2026-08-14T00:37:17.488421,14.76
CMP00317,12.834297,77.649019,UPI QR Scam,HDFC Bank,28000.0,A person on a classifieds site said they wanted to buy my item and sent a QR code for 'payment verification'. Scanning it caused an unauthorized debit from my HDFC Bank account.,2026-07-30T14:52:19.438495,2026-07-30T23:44:25.192871,"[""MULE-BU985642"", ""MULE-WU489638""]",[],308776404,Citibank,12.8386743,77.6627528,2026-08-01T13:01:09.015587,1.57
CMP00318,12.865284,77.534729,KYC Update Scam,SBI,30600.0,"A text message warned that my SBI account would be frozen if I didn't re-verify my KYC through the provided link. After submitting my information, funds were stolen.",2026-08-07T05:05:28.586353,2026-08-08T12:58:59.304688,"[""MULE-TU564139"", ""MULE-XH932528"", ""MULE-EI107991"", ""MULE-EC930103""]",[],1812653243,Unknown ATM,12.9181694,77.5547822,2026-08-08T06:06:58.318698,6.27
CMP00319,12.953127,77.711909,UPI QR Scam,SBI,43100.0,"On an online selling platform, a buyer asked me to scan their QR code to complete the transaction. The moment I scanned it, money was pulled from my SBI wallet.",2026-07-21T04:15:57.569711,2026-07-22T23:34:01.513569,"[""MULE-OK407859"", ""MULE-AU514627"", ""MULE-WO133480"", ""MULE-PX384251""]",[],1923911570,Citibank,12.8950856,77.581582,2026-07-23T02:55:03.976624,15.53
CMP00320,12.92181,77.608798,Fake Loan App,ICICI Bank,11500.0,An online ad led me to a loan app that asked for an upfront 'insurance charge'. I paid it but never received the loan and the company stopped responding to calls.,2026-08-06T13:39:56.945543,2026-08-06T20:46:17.721576,"[""MULE-UZ652239"", ""MULE-DU534624"", ""MULE-VG104332""]","[""NOISE-HE278680""]",4731621689,State Bank of India,12.9461075,77.6672982,2026-08-07T18:59:36.688253,6.89
